"mfcc1_mean","mfcc1_sd","mfcc2_mean","mfcc2_sd","mfcc3_mean","mfcc3_sd","mfcc4_mean","mfcc4_sd","mfcc5_mean","mfcc5_sd","mfcc6_mean","mfcc6_sd","mfcc7_mean","mfcc7_sd","mfcc8_mean","mfcc8_sd","mfcc9_mean","mfcc9_sd","mfcc10_mean","mfcc10_sd","mfcc11_mean","mfcc11_sd","mfcc12_mean","mfcc12_sd","mfcc13_mean","mfcc13_sd","tempo","centroid_mean","centroid_sd","rms_mean","rms_sd","harmonic_rms_mean","percussive_rms_mean","perc_harm_ratio","file","day_night","cluster"
-65.59785,48.944202,69.40326,17.619743,-1.4862063,16.179562,41.714382,10.076122,6.21277,6.9593,14.128518,8.649539,1.580935,6.8427505,8.915261,7.234845,2.027099,7.894901,5.3219056,7.8499465,-1.6647913,7.2526913,0.2562056,7.331314,-2.1180308,7.725843,83.35433468,2740.8424139043,522.005425301417,0.13823663,0.03725332,0.09459137,0.060883902,0.643644946303877,"Sky Station Galaxy (Super Mario Galaxy 2) - Mario Kart World (OST).wav","","3"
-151.34781,75.723946,114.10203,28.853882,2.199243,17.185123,26.403128,10.398924,8.9499035,8.008918,10.760816,8.214151,1.0754317,7.980909,5.350348,6.796809,-2.8760192,6.968087,4.6437397,7.2898655,-4.5540304,6.8641496,1.9024819,7.497278,-3.0728993,7.22711,129.19921875,1771.87804318236,559.315494175205,0.09748773,0.025285117,0.07783436,0.030581348,0.392897874768903,"GBA Shy Guy Beach⧸Cheep-Cheep Island (Mario Kart： Super Circuit) - Mario Kart World (OST).wav","","1"
-176.42058,84.67965,80.3633,28.22816,-13.835229,19.262661,42.06901,11.869709,15.313721,10.192607,12.576734,8.067286,4.939087,7.8385653,9.198089,8.735875,0.09010451,7.762726,3.8019655,6.723626,-0.13597377,6.7544518,5.1832027,7.4901695,-0.42758816,7.209377,143.5546875,2327.38566692288,672.133018225194,0.06492033,0.025654538,0.045708414,0.028857023,0.631314643813763,"Ground BGM (Super Mario Bros. 3) - Mario Kart World (OST).wav","","2"
-73.42464,56.364117,71.706215,17.292526,-14.016049,15.091394,34.883682,11.114868,6.2820015,9.456463,12.888807,8.690142,-2.0134838,8.035163,5.3081636,7.9076905,-0.07171195,8.267119,5.211455,8.344443,-1.6600167,7.352436,3.491536,7.3772774,2.3639503,8.005313,95.703125,2657.29438591288,459.009906469485,0.12150082,0.03936363,0.06806368,0.06885414,1.01159870200082,"Tour Piranha Plant Pipeline (Mario Kart Tour) - Mario Kart World (OST).wav","","3"
-142.26187,72.752686,127.223274,29.388416,-5.344755,18.866667,23.989225,12.530897,-1.5138115,8.949102,16.239946,9.068279,-0.88144404,7.4659133,6.9901257,7.2382436,1.1879455,6.5260425,5.3957663,6.373717,-2.597177,6.95925,5.2366548,6.405405,-2.145379,6.260313,135.99917763,1648.78746309787,468.150179710824,0.099592716,0.031186035,0.06835624,0.04007095,0.5861990913944,"Setup and Kart Select (Mario Kart 64) - Mario Kart World (OST).wav","","1"
-107.85885,70.47944,100.05192,23.077337,-8.216875,19.544065,45.530376,12.438399,4.5796194,8.50723,10.257587,8.124987,3.4766936,6.975564,9.392794,6.7438917,2.5407183,6.004704,6.710909,6.2943096,-3.089356,6.5835924,2.876273,6.59162,-2.3818383,6.769944,161.49902344,1984.84138244506,489.341459377447,0.11841775,0.031431396,0.08587641,0.046615776,0.542817653846018,"Ricco Harbor (Super Mario Sunshine) - Mario Kart World (OST).wav","","3"
-42.0052,37.831383,77.07949,14.841393,-12.100631,10.745379,38.652752,8.555988,6.1224613,6.5662374,9.731044,6.822514,0.89464164,6.3442345,9.278958,5.724396,2.913661,6.1096177,5.0420475,5.947942,-0.6351648,6.1580353,6.439863,6.319305,0.37041336,6.0108814,172.265625,2540.35035042863,369.003302673514,0.17035271,0.030638294,0.13812463,0.05587491,0.404522392145435,"Wii Rainbow Road (Mario Kart Wii) - Mario Kart World (OST).wav","","5"
-175.62982,89.532936,109.60408,37.882347,15.061532,18.89892,42.70507,16.287779,1.2755957,11.840938,4.7422566,12.039044,-0.88404655,9.982918,5.294426,10.259733,-6.2494597,10.204027,-1.4837829,11.486729,-4.3883414,10.974479,2.078794,11.549786,-3.21693,10.805492,80.74951172,1774.96394825247,844.548310845353,0.114040114,0.050442778,0.08186918,0.046671193,0.570063416333785,"SNES Vanilla Lake (Super Mario Kart) - Mario Kart World (OST).wav","","4"
-67.0732,74.95005,69.15194,28.485052,7.3960223,24.619703,19.819897,11.301387,2.2254703,8.932705,6.8635945,8.830451,1.1196276,7.969628,5.6314983,8.117607,-1.0860496,7.4645934,3.6263375,6.790033,-3.1849532,6.4596114,2.9737504,6.9528103,-2.6508782,6.4831085,89.10290948,2993.48484490032,910.135614060542,0.14506821,0.061786097,0.09039802,0.07250638,0.802070445292143,"Sky & Sea (Super Mario Sunshine) - Mario Kart World (OST).wav","","2"
-141.17052,50.232445,95.10459,22.960121,9.928847,13.887897,33.32683,10.007609,5.5019903,7.949743,16.517872,7.420238,1.6481377,7.511089,10.19477,7.0923133,-1.9418346,7.459965,3.1178315,7.8897805,-1.7878932,8.483741,0.589882,9.020304,-5.127954,8.245151,161.49902344,2109.19467029408,579.901517817321,0.09253226,0.01907604,0.0713283,0.03277111,0.4594340866194,"Wii U Sunshine Airport (Mario Kart 8) (Day) - Mario Kart World (OST).wav","Day","1"
-137.37086,72.11498,92.51299,20.1847,-1.1784298,18.053373,27.21354,11.20747,3.8812926,10.172169,13.829986,8.751384,0.7257216,8.515374,5.990694,7.79034,-6.212181,8.034925,5.494319,8.55349,-2.9265046,7.9272738,3.2929573,8.28455,0.6598853,7.577431,107.66601562,2209.47318257034,511.622277021822,0.08705133,0.031810928,0.056240663,0.04177712,0.742814434393707,"Wii U Water Park (Mario Kart 8) - Mario Kart World (OST).wav","","2"
-155.04834,77.94408,100.771454,27.555384,6.4928083,19.151237,37.916798,13.86484,8.984581,11.585581,10.315229,8.711474,-0.29759103,8.467519,10.0311575,8.56843,-0.14518265,10.08128,7.4066935,8.8847685,-1.3337178,8.749648,2.8550644,9.39925,-1.6469831,9.430253,123.046875,1893.54802370332,630.675817072512,0.10486581,0.040989056,0.066475615,0.05161003,0.776363692816446,"Title Theme (Mario Kart 8) (Night) - Mario Kart World (OST).wav","Night","2"
-131.14227,63.706276,70.892426,20.52382,2.9357066,19.851366,36.533813,12.2279,8.22741,10.564408,11.463447,10.69712,-1.7476927,8.234244,6.321837,9.104318,0.39572245,7.9841924,5.114218,7.5368104,-0.20704998,7.081239,6.60063,6.983145,-0.89522344,7.199922,161.49902344,2712.30679085511,596.667266664147,0.07756545,0.02476777,0.05002136,0.038235992,0.764377990184302,"Flower Garden (Super Mario World 2： Yoshi's Island) (Day) - Mario Kart World (OST).wav","Day","2"
-13.108702,32.87872,67.08019,14.361676,-20.23264,11.039375,39.52834,10.061665,7.622473,6.4112177,13.518106,7.8903623,3.8051956,6.5557165,11.80782,6.014011,0.13216053,6.4388065,4.3036075,5.3613887,-0.89393646,5.866089,8.4243965,5.7428975,-3.1244457,5.5367546,117.45383523,2765.87175108393,353.406688482222,0.18834816,0.031774648,0.13715018,0.07243807,0.528162185220669,"Bowser (Final-Boss BGM) (Super Mario World 2： Yoshi's Island) - Mario Kart World (OST).wav","","5"
-272.53705,61.72297,153.5373,26.408817,14.382386,20.292765,26.727806,11.647535,11.016532,9.579614,18.765322,9.112353,5.0798826,7.6011953,7.9832973,7.994238,1.0756984,7.130723,1.1657156,7.1042533,-3.7157001,7.767931,-0.45548967,7.3075485,-3.4490323,9.0005,135.99917763,1037.12471748511,363.797342353135,0.05739559,0.015917622,0.04341587,0.020700969,0.476795507258751,"DS Cheep Cheep Beach (Mario Kart DS) - Mario Kart World (OST).wav","","1"
-83.76151,52.210155,87.20307,21.541489,-12.777488,20.073225,34.603897,12.732474,10.434707,8.571239,7.3157682,8.161609,0.20555085,7.3257174,9.084391,7.964546,-2.38958,8.891975,6.3058977,7.3600326,-5.382023,8.335586,-1.5954072,7.6190405,-2.4836154,7.645086,143.5546875,2358.07297105691,515.578410177827,0.12651344,0.04117009,0.07552976,0.0657236,0.870156696428494,"Battle Stadium (Mario Kart 8 Deluxe) - Mario Kart World (OST).wav","","3"
-89.98705,68.18277,70.22227,18.21229,-2.7565475,13.500417,33.5222,9.53248,2.3316028,6.41393,14.438887,7.4557486,0.31249955,6.9632025,11.587536,7.385469,2.866885,7.5193663,8.727054,7.9443955,2.0229208,8.042172,6.341012,7.7008224,-0.21260387,7.774167,117.45383523,2684.14861237601,446.364020002197,0.1150485,0.02659838,0.08982016,0.038635083,0.430133410814493,"Wii U Electrodrome (Mario Kart 8) - Mario Kart World (OST).wav","","3"
-149.45363,75.15629,84.97644,28.502884,4.633831,14.26294,33.76009,11.189385,-3.9513438,9.98012,13.2839985,9.388605,-3.651081,8.330397,9.621473,8.036596,-3.4552817,8.188292,3.4704115,8.789361,-4.155454,9.278355,1.3735796,8.883046,-2.2769952,10.131459,83.35433468,2406.49485542732,693.846620937175,0.08359799,0.026526915,0.06425326,0.02895416,0.450618496539825,"Double Cherry Pass (Super Mario 3D World) - Mario Kart World (OST).wav","","2"
-90.843,46.809715,67.217964,18.171276,-5.694924,13.773207,31.807083,7.6361737,2.1539178,7.8682947,16.025064,6.4867744,3.2283044,6.667843,16.676517,6.62975,2.4674861,5.828418,-0.9044468,7.100004,-0.9028595,5.750517,6.2096786,6.218341,-2.692561,6.532048,129.19921875,2870.57887594608,472.990055601753,0.08330813,0.013378375,0.059465658,0.03103624,0.521909927396994,"Castle BGM (Super Mario World) - Mario Kart World (OST).wav","","5"
-142.38895,65.92458,102.44294,22.179962,-9.820856,15.570965,41.740715,11.069998,5.896502,7.9660163,13.362739,6.8764,1.2618706,5.7774477,6.6870832,5.716476,-2.3434024,5.451068,6.6358767,6.1162977,-0.41216815,5.778982,5.243468,5.8229256,-2.202162,6.0872946,107.66601562,1965.17475085036,477.967900572681,0.08457827,0.026513582,0.057043925,0.035617538,0.624376977296975,"World Bowser (Super Mario 3D World) - Mario Kart World (OST).wav","","1"
-113.24824,45.064224,87.75943,18.111507,-1.96299,13.833166,31.911758,9.926044,4.200609,9.512187,10.622307,7.1150174,-1.2411023,7.3153677,5.451081,6.9396033,-2.408738,6.507695,2.730175,6.2926397,-3.5500576,6.396479,2.665997,6.437663,-5.376913,6.5819306,143.5546875,2402.54400183034,441.389403260825,0.08378415,0.018097661,0.060592484,0.032187555,0.53120489208337,"3DS Toad⧸Mario Circuit (Mario Kart 7) - Mario Kart World (OST).wav","","1"
-107.9953,66.76898,85.9018,18.373554,2.8189082,12.5110855,21.142971,10.155163,3.6665876,8.451945,11.278586,8.607323,0.7189657,7.608772,2.8041909,7.7048154,-1.4741971,7.252618,10.133152,8.090916,-0.50405705,7.678628,2.6080654,8.467169,-0.61490357,8.319433,135.99917763,2393.5205248397,506.082172097037,0.101639554,0.03000234,0.06927512,0.045388114,0.655176917365616,"N64 Moo Moo Farm⧸Yoshi Valley (Mario Kart 64) - Mario Kart World (OST).wav","","1"
-73.86494,44.26132,65.87977,13.940856,-17.616735,14.787072,39.210373,10.706169,6.1542253,6.2852483,13.930646,7.087794,2.3120956,5.933551,6.6060314,6.9787097,3.2751133,5.6783867,7.1466584,5.7238574,0.393405,5.6654353,5.988778,5.7215214,-0.52489114,5.6548343,83.35433468,2796.73730539144,359.310567072923,0.10157896,0.020224292,0.0740709,0.03781938,0.510576635090759,"Tour Ninja Hideaway (Mario Kart Tour) - Mario Kart World (OST).wav","","5"
-52.466423,39.883865,65.98044,14.865066,-16.421856,13.34257,32.00989,10.206758,8.916141,7.5415497,18.660782,6.968417,5.4084964,6.4434752,11.660983,5.760731,6.6496654,5.772063,8.682982,5.6198673,0.20053194,5.6781325,5.095141,5.939675,-2.2129114,5.626002,92.28515625,2789.02428435629,385.634763590889,0.12752232,0.021742372,0.09298956,0.04701101,0.505546069650171,"Fortress Boss (Super Mario Bros. 3) - Mario Kart World (OST).wav","","5"
-137.23804,59.19667,72.30984,17.335775,2.7844152,12.322741,37.991375,10.839058,0.48984826,7.4452343,10.427411,6.922778,-1.639933,6.6534266,9.520129,6.664647,-1.0068563,6.025818,4.128506,6.4320774,0.399378,6.815292,5.6899424,6.7723713,-0.06748593,6.291784,107.66601562,2719.61524019836,505.32623529494,0.06268545,0.012797547,0.046617683,0.022889595,0.490996184241733,"N64 Toad's Turnpike (Mario Kart 64) - Mario Kart World (OST).wav","","1"
-107.28217,53.317326,94.17552,19.023422,5.9584684,10.963677,22.95698,10.214506,3.7912238,8.294682,9.590914,7.255897,-1.0260841,7.8663464,2.784174,6.8875113,-1.7386677,8.225797,7.9529815,7.8784723,-2.5169144,8.36716,2.4452684,8.582395,-0.4957475,8.076922,151.99908088,2255.31819514711,498.224040294032,0.10432729,0.028065411,0.070544995,0.047145266,0.668291174293425,"Cool, Cool Mountain (Super Mario 64) - Mario Kart World (OST).wav","","1"
-77.82533,47.875774,82.75877,17.639296,-2.6000764,15.911377,40.310577,10.190919,9.372936,8.977969,10.327024,8.190675,-3.4930346,6.9241185,10.004358,6.520197,-3.5057626,6.4258227,7.4947915,6.6488996,-0.59670836,6.844036,1.0117115,6.554284,0.24569367,6.0596223,129.19921875,2384.53527809939,451.214923834402,0.14886235,0.0608754,0.081024796,0.08344252,1.02982656117471,"Digga-Leg (Super Mario Galaxy 2) - Mario Kart World (OST).wav","","3"
-173.97548,67.75701,88.16278,19.148975,-19.954082,16.233166,26.942774,11.323019,5.9686112,8.187773,4.672904,7.468275,-1.8247821,7.4291606,8.23936,7.1675367,-5.765559,6.8518653,5.7873044,6.912396,-3.05428,7.2777934,1.9111402,7.4626317,-0.0018631683,7.1425905,117.45383523,2330.88714224719,452.013848165273,0.04887791,0.01651951,0.035739776,0.019146333,0.535699970609642,"Tour Squeaky Clean Sprint (Mario Kart Tour) - Mario Kart World (OST).wav","","1"
-121.922424,48.13176,80.82281,16.779634,14.653168,15.845509,29.939985,9.822152,7.427002,9.261519,13.559907,9.470733,-0.9919055,8.677294,8.118987,7.979706,-0.8195589,8.251098,2.8017192,8.411665,-1.2187166,9.340709,5.566356,9.864092,-0.05548599,9.107078,129.19921875,2458.04822801943,484.607186482812,0.106072485,0.030372435,0.07630594,0.042263668,0.553864007869001,"SNES Donut Plains (Super Mario Kart) - Mario Kart World (OST).wav","","2"
-66.81415,31.357605,78.63325,12.104728,-15.496108,12.680833,32.73575,9.876541,2.0060203,8.331813,12.158132,7.9531794,3.0379303,8.192367,8.136889,6.700123,2.0091133,7.4564443,5.517441,6.587409,2.4974885,6.63272,8.692891,6.0304103,-0.44449803,7.19831,86.1328125,2517.97647339198,300.078872120067,0.12027836,0.019731866,0.08980273,0.04634885,0.516112779159334,"Castle Boss Battle (New Super Mario Bros. Wii) - Mario Kart World (OST).wav","","5"
-224.71062,68.22784,97.369,25.012316,15.178923,12.799566,33.907356,9.450009,19.25361,8.192947,20.262918,7.3742666,4.6980896,7.001793,8.704766,6.9486055,-3.4354765,6.613929,0.4922915,6.9614325,-7.5111814,6.9911413,-0.6259911,6.596696,-0.64809686,6.8790393,143.5546875,1956.46473254749,619.523734109328,0.049284957,0.017285326,0.029279657,0.024748292,0.845209588940768,"Delfino Plaza (Super Mario Sunshine) - Mario Kart World (OST).wav","","1"
-114.82188,74.9994,87.48047,21.068087,5.578076,16.648783,26.280771,11.458383,5.469424,9.36954,7.587524,9.619177,1.5100735,8.597481,6.461426,9.51523,7.2073684,8.808361,-0.4750679,7.4604974,0.24743548,7.7266035,-0.501299,9.248489,-2.3973053,7.407872,112.34714674,2392.6035810266,617.948245277872,0.105364695,0.031850044,0.07763846,0.039955445,0.514628044927876,"GCN Dry Dry Desert (Mario Kart： Double Dash!!) - Mario Kart World (OST).wav","","2"
-106.540085,55.30543,107.16511,22.283735,3.88341,18.162811,22.708075,11.235507,5.152196,11.565578,9.215638,9.982354,-4.1274085,9.45183,5.796307,9.47572,-3.9196937,9.1880865,3.2074118,9.113055,-6.48576,9.142458,2.6679928,9.179854,-4.455265,9.7381,99.38401442,1923.03408176354,492.493573480334,0.16507682,0.059933126,0.14109619,0.04294979,0.304398609133374,"Yoshi's Tale (Yoshi's Story) - Mario Kart World (OST).wav","","2"
-180.31789,73.15849,78.65428,23.431538,-4.199823,15.816357,31.87251,12.0310545,16.266394,9.715534,12.85419,10.994307,1.1526895,8.166961,7.2123747,8.219311,-1.8482041,6.9648237,5.061647,7.7219954,-2.3717885,7.074233,0.94343215,7.6451945,-2.3660371,7.2015176,143.5546875,2412.27693706353,588.80967302541,0.05144169,0.012973579,0.036692906,0.021669388,0.590544591146835,"Captain Toad Goes Forth (Super Mario 3D World) - Mario Kart World (OST).wav","","2"
-76.27211,52.10307,61.477715,19.673061,-12.13723,18.477182,30.18047,10.967405,9.099525,11.503961,7.5332565,8.388618,1.1587255,8.662797,8.581082,7.9486566,-1.0245676,7.54115,5.712654,7.8090963,-0.38137534,8.000517,4.036488,8.230287,0.6145549,7.965144,89.10290948,2913.09317774913,544.511491175232,0.11452844,0.038622007,0.07424219,0.05378,0.724376215512741,"GBA Rainbow Road (Mario Kart： Super Circuit) - Mario Kart World (OST).wav","","3"
-137.69385,63.028397,109.700584,26.846865,1.4518238,13.951484,32.737427,11.226026,8.584563,11.057882,16.482834,10.822822,0.83617336,9.807981,11.334968,9.535752,-1.2125869,9.702359,8.12488,9.7371025,0.10093871,9.981335,0.8744914,9.581527,-2.4625182,9.998538,95.703125,1751.72293713326,619.52199063606,0.14290203,0.05859163,0.09893707,0.06399311,0.646799660129241,"Title Theme (Super Mario Kart) (Night) - Mario Kart World (OST).wav","Night","2"
-197.72598,74.7705,101.87384,26.471684,7.104407,17.94451,30.102776,13.847389,3.7362998,12.015737,10.9272995,8.930459,-2.1161652,8.139547,6.1365757,8.3531885,0.686,7.1729655,4.6738744,7.837628,-1.348265,7.495891,6.573206,7.548281,-5.4701676,7.916849,143.5546875,2034.05415681438,623.335272933566,0.05656327,0.01936089,0.042578485,0.02014983,0.473228616869869,"Winning Results (Mario Kart 64) - Mario Kart World (OST).wav","","2"
-134.09985,76.76853,120.88314,28.57415,-7.7222776,18.227028,26.924175,8.780431,5.765657,9.191653,3.8425918,7.591672,-12.119447,7.1941833,0.14620353,6.7962165,-5.7151513,7.805584,3.7582355,7.064216,-6.338121,7.140503,-0.6319668,7.726823,-6.0352664,7.0360193,107.66601562,1746.65461735994,544.042038572372,0.119918376,0.051017754,0.09163148,0.03965051,0.432712409250503,"Ground BGM (Super Mario Bros.) (Night) - Mario Kart World (OST).wav","Night","2"
-126.68497,49.904434,79.81487,13.245438,7.809883,9.338992,37.762703,7.897523,10.6804285,7.0287356,17.189533,7.331031,4.923767,8.062788,9.64249,8.454598,2.278128,8.193203,8.498986,8.074297,1.2151322,8.176135,5.156176,8.658315,-0.79222137,8.103684,151.99908088,2393.52549554291,386.104584171656,0.09501478,0.019024689,0.0704795,0.035272155,0.500452696866828,"Shiveria Town (Super Mario Odyssey) - Mario Kart World (OST).wav","","3"
-119.17522,72.23337,89.70279,23.205189,-14.091218,20.201757,23.18574,13.082835,0.28715834,9.230633,6.4107914,8.688027,-4.2902517,7.7726865,2.6576266,7.2308187,-8.208522,8.194937,2.4021375,7.7538548,-4.488688,7.694639,0.095766254,7.630353,-3.143112,8.619022,172.265625,2322.38528528454,517.318801615527,0.09437671,0.030896258,0.075235546,0.029700765,0.394765138875792,"Rosalina in the Observatory (Comet Observatory) (Super Mario Galaxy) - Mario Kart World (OST).wav","","2"
-133.1649,69.4731,92.36598,24.538021,-7.5804744,18.438082,26.14647,11.828971,4.896473,9.194484,11.010986,7.9892077,-3.6797311,7.6742043,3.6811414,7.6858044,-9.277827,7.2280736,-0.39325514,8.338989,-4.605217,7.49722,1.4389125,8.050353,-1.1695393,7.9930873,123.046875,2288.66639107335,580.645769846455,0.08464742,0.03256961,0.05275942,0.04159521,0.788379040387773,"Wii Coconut Mall (Mario Kart Wii) - Mario Kart World (OST).wav","","2"
-202.04152,69.18364,110.980736,27.51386,14.691808,17.271503,30.00835,11.343263,15.420277,9.51755,14.037666,8.5523615,-5.799369,8.208657,6.0330787,7.6261144,3.0548298,8.277572,4.0018396,7.888759,-2.1030025,8.763801,4.568629,8.311437,2.982148,8.599514,161.49902344,1697.12615797221,625.053562381767,0.084759615,0.02987112,0.07031462,0.024389287,0.34685445811612,"Yoshi's on the Beach (Yoshi's Story) - Mario Kart World (OST).wav","","2"
-95.2222,61.772587,95.59968,20.956373,-9.860773,15.007165,31.192707,10.059621,3.8672101,8.630804,10.094751,6.9934897,-1.1821747,6.252284,3.6942165,5.3748035,-3.299631,5.498186,6.745562,5.257268,-2.4367363,5.376338,4.8175235,5.4316287,-0.58296597,5.4349947,89.10290948,2161.92322418011,482.231504408387,0.123069175,0.043266457,0.10100266,0.035477668,0.351251299822679,"Ground BGM (Super Mario Bros. 2) - Mario Kart World (OST).wav","","1"
-166.49095,64.968185,76.0613,20.256554,-15.977606,14.46507,38.103466,11.810528,8.444133,9.078546,15.197363,8.426461,1.5309583,8.5426235,7.373853,7.709143,1.8657154,7.8388906,5.308936,7.933222,1.7907318,7.6376996,4.5257344,6.9953904,-0.41711497,7.7354217,103.359375,2494.99051691079,517.745998656779,0.05431186,0.018623846,0.034149956,0.02722707,0.797256457943509,"GBA Ribbon Road (Mario Kart： Super Circuit) - Mario Kart World (OST).wav","","2"
-76.819374,68.844795,83.9793,18.476753,-1.4214909,18.0153,32.984356,11.796369,4.148796,8.68525,10.669121,8.509526,-1.8983942,8.397636,9.859179,7.980339,0.708233,7.1613445,6.6226106,6.8936133,-1.5722526,6.767577,2.240955,6.370223,-0.2750024,6.697365,151.99908088,2398.86597948835,424.102696422827,0.13354641,0.030814406,0.09270853,0.058637556,0.632486832013174,"GCN Battle Mode (Mario Kart： Double Dash!!) - Mario Kart World (OST).wav","","1"
-80.884125,41.280952,80.554,19.351435,3.2585018,11.040402,32.1146,7.6196814,6.3010674,7.1179876,17.760826,6.14108,5.463291,7.2666173,12.451722,8.13021,5.4769764,7.6633005,8.263309,8.049301,4.0966372,7.2928596,7.761897,6.1873245,-0.09611216,6.150349,129.19921875,2465.50081907967,539.077283847531,0.13312358,0.028730948,0.096254535,0.052910436,0.549687204316437,"N64 Big Donut (Mario Kart 64) - Mario Kart World (OST).wav","","3"
-83.50577,57.74821,63.924896,15.450486,-17.098095,15.487424,36.310745,13.009244,3.060173,9.627096,6.97918,8.015738,1.085612,8.572219,15.354874,8.147072,3.150359,7.9941196,10.380204,7.4972005,2.598884,7.7851663,9.132937,8.874693,0.7568477,8.744806,89.10290948,2777.73999772768,453.680669451648,0.116459996,0.037986077,0.07361747,0.056795135,0.771479394195848,"Piranha Creeper Creek (Super Mario 3D World) - Mario Kart World (OST).wav","","3"
-78.20406,35.80497,78.71518,16.302504,-2.9436445,11.385757,41.829514,10.851445,2.7531433,7.641251,14.11262,8.028646,-1.722513,6.7772818,9.800945,6.8752646,-0.043870933,6.4551454,4.1251163,6.551069,-0.38186523,6.1262794,2.1557188,6.1840534,-3.7458515,5.7637825,112.34714674,2506.21174879089,431.335548231749,0.12458916,0.02880885,0.091045454,0.047018845,0.516426972100223,"GBA Riverside Park (Mario Kart： Super Circuit) - Mario Kart World (OST).wav","","5"
-186.47263,69.78344,66.7861,26.196257,1.6724834,21.873562,33.617382,13.308167,9.3315,9.66819,18.71941,9.523734,2.3148348,7.8935304,9.443422,7.0574555,1.2983806,7.4353623,6.776563,7.21645,1.1804073,8.142939,3.8785238,7.6173334,-0.6206189,7.4296904,117.45383523,2802.92544932084,732.910623366778,0.050923042,0.021642182,0.0307074,0.026582064,0.865628422651784,"Bianco Hills (Super Mario Sunshine) - Mario Kart World (OST).wav","","2"
-185.66838,67.367584,102.1444,27.937468,9.276492,20.538616,29.005362,16.949072,13.8314295,12.047576,17.075504,11.431079,3.2945993,10.469672,10.603453,10.725813,-1.6069542,9.91011,3.8361201,9.381393,3.3807194,10.337188,1.4312989,11.743677,1.7444676,10.299247,83.35433468,1861.91527383958,705.523563813258,0.09668563,0.037510898,0.07331771,0.037226073,0.507729543766132,"Mini-Boss BGM (Super Mario World 2： Yoshi's Island) (Night) - Mario Kart World (OST).wav","Night","2"
-148.3245,61.34783,132.74377,18.231558,-13.4528675,14.806319,34.982517,10.255904,4.60571,9.808446,1.5908155,7.0368385,1.081037,7.344228,1.3410645,7.7639127,0.26471677,7.4800386,2.5305996,7.869876,0.021098575,7.312608,3.4164321,7.43582,-1.4843528,8.578488,73.828125,1502.6289156222,316.996693737356,0.10944423,0.03708774,0.091128446,0.030076345,0.330039813645323,"Fossil Falls (Super Mario Odyssey) - Mario Kart World (OST).wav","","2"
-169.31673,78.46541,70.53957,22.441023,-16.40868,17.811052,43.518364,11.150959,10.08366,9.266673,17.459259,7.4113436,0.9504041,6.574734,7.739473,6.285929,-8.834671,7.2106595,2.2368603,7.3245883,-6.6516414,6.3069353,0.011861928,6.497678,-1.8439283,6.433199,103.359375,2591.29837027784,534.814281214206,0.0518095,0.017998569,0.034962397,0.02282826,0.652918833709812,"Super Bell Hill (Super Mario 3D World) - Mario Kart World (OST).wav","","1"
-199.04988,86.380486,82.32476,37.54337,1.0291595,22.334118,26.858906,19.373299,-3.4859185,13.384679,14.290646,11.862684,1.6684811,11.677051,7.298075,11.249455,-5.878388,9.252748,-0.5098704,8.915917,-3.9843771,9.62064,2.2651684,9.6708765,-6.4153156,9.055093,112.34714674,2385.35844268399,821.867468759675,0.054186698,0.017383914,0.03948402,0.02239006,0.567052009695638,"Wii U Toad Harbor (Night) (Mario Kart 8) - Mario Kart World (OST).wav","Night","4"
-93.02175,40.934986,77.77058,19.593857,-12.806306,15.597687,45.474613,13.109169,8.060306,8.721726,9.675527,7.741289,1.8979735,7.981031,11.172848,8.360312,-0.32390144,7.7311153,1.5242952,7.8128147,0.5114052,7.556095,3.1885426,7.6555624,-3.2141643,7.5112495,117.45383523,2501.90312085492,441.557037326131,0.10662363,0.028736193,0.063426204,0.05571513,0.878410606855637,"Steam Gardens (Super Mario Odyssey) (Day) - Mario Kart World (OST).wav","Day","2"
-160.33002,64.46796,81.49848,14.749861,-16.659454,11.744861,44.064255,9.773547,5.351327,6.6258745,15.138875,6.199277,4.5873504,5.569652,7.295698,5.9608364,5.342388,5.7278504,2.6832106,6.3726854,-5.8511233,6.7378373,3.1066906,6.3956165,-2.7719839,5.9905963,78.30255682,2396.40230743923,360.19068383584,0.05410848,0.011966344,0.042511757,0.017501846,0.411684562474965,"3DS Rainbow Road (Mario Kart 7) - Mario Kart World (OST).wav","","5"
-70.458565,53.18922,72.23475,17.07786,5.6570563,14.772766,32.368084,11.400871,10.119382,8.647598,15.03999,7.767672,1.390804,8.170441,5.5066648,7.303724,0.5936104,7.504164,5.940024,6.7460837,-2.816675,6.5681615,1.5762088,6.71687,-2.7424192,6.6342826,95.703125,2692.79381498981,506.853568591391,0.13037676,0.036902748,0.08350229,0.06281649,0.752263668083304,"Underground BGM (Super Mario Bros. 2) - Mario Kart World (OST).wav","","3"
-115.39482,75.7771,77.04937,21.317062,-0.6851834,20.885075,37.306137,12.91942,3.4344351,9.681244,11.990984,9.995683,-0.09284856,7.8028665,6.5413966,7.834332,2.2932787,7.51952,4.899977,7.0673184,-0.30826876,7.6101704,5.6603284,7.0319247,0.05818719,6.906265,89.10290948,2492.07906521931,587.248534586946,0.099567614,0.033818886,0.06410902,0.047522955,0.741271874363137,"Ground BGM (Big Band) (Super Mario World) - Mario Kart World (OST).wav","","2"
